67, 0.283659
253, 0.441025
356, 0.447335
738, 0.582339
988, 0.199835
723, 0.594588
278, 0.486444
168, 0.240609
972, 0.621931
341, 0.537629
597, 0.620208
546, 0.129848
34, 0.275527
345, 0.554857
54, 0.544586
709, 0.442529
95, 0.230146
526, 0.157258
820, 0.693848
678, 0.525625
345, 0.193105
96, 0.697551
597, 0.343288
647, 0.698747
909, 0.621451
211, 0.489906
988, 0.243356
211, 0.257303
359, 0.451265
328, 0.654375
402, 0.442572
729, 0.707765
652, 0.310859
96, 0.501401
96, 0.640251
996, 0.358639
54, 0.44811
715, 0.350052
909, 0.287422
345, 0.468907
972, 0.311068
526, 0.29884
678, 0.768737
165, 0.277768
341, 0.505159
96, 0.570322
277, 0.595379
345, 0.289271
678, 0.413693
87, 0.603214
200, 0.419556
96, 0.55936
278, 0.224771
168, 0.352266
52, 0.449952
278, 0.301913
632, 0.246907
345, 0.273138
328, 0.608025
729, 0.610448
221, 0.182296
652, 0.460929
729, 0.726002
578, 0.407331
729, 0.58868
895, 0.251945
96, 0.561904
463, 0.278028
200, 0.410049
96, 0.568107
972, 0.4797
144, 0.141478
345, 0.279404
909, 0.536905
972, 0.438245
988, 0.305265
34, 0.365982
597, 0.423279
67, 0.181846
341, 0.638932
715, 0.576033
356, 0.337827
988, 0.33132
683, 0.59542
67, 0.247678
729, 0.500695
669, 0.48
54, 0.458335
715, 0.411
678, 0.543553
260, 0.351842
721, 0.176344
247, 0.622389
168, 0.32638
715, 0.355164
253, 0.474826
345, 0.66203
76, 0.436148
909, 0.497578
972, 0.369054
776, 0.376613
52, 0.398406
211, 0.549967
328, 0.619151
168, 0.363156
96, 0.655281
988, 0.39953
341, 0.493974
729, 0.379088
863, 0.33188
526, 0.434227
988, 0.231728
260, 0.218461
507, 0.475842
96, 0.325843
328, 0.590754
628, 0.339998
721, 0.269679
402, 0.748682
345, 0.388524
429, 0.21845
96, 0.806964
675, 0.494397
359, 0.279005
525, 0.45089
67, 0.24094
729, 0.449329
356, 0.313345
721, 0.131158
211, 0.644876
866, 0.415357
96, 0.659805
597, 0.658992
678, 0.365136
696, 0.440291
124, 0.389844
972, 0.266541
200, 0.401258
972, 0.495533
972, 0.536833
278, 0.301683
729, 0.672612
266, 0.441701
632, 0.2258
94, 0.312528
278, 0.297561
277, 0.406927
729, 0.496695
696, 0.658439
94, 0.553066
67, 0.3163
200, 0.394837
678, 0.714353
597, 0.366911
909, 0.448437
678, 0.143582
689, 0.401081
94, 0.42318
417, 0.489027
441, 0.623101
866, 0.385756
277, 0.426945
260, 0.161938
76, 0.326872
298, 0.751156
402, 0.700017
96, 0.191295
972, 0.566482
200, 0.456335
359, 0.523451
341, 0.616658
507, 0.32336
721, 0.347636
96, 0.519571
721, 0.353176
689, 0.610635
253, 0.601661
813, 0.339478
972, 0.62479
96, 0.71892
345, 0.477985
96, 0.796244
298, 0.677073
345, 0.56043
692, 0.390455
200, 0.301485
34, 0.339783
866, 0.462612
978, 0.433955
988, 0.345391
525, 0.358543
715, 0.366357
211, 0.43841
345, 0.325114
675, 0.421051
483, 0.661176
429, 0.219428
341, 0.758211
96, 0.710304
96, 0.555123
820, 0.742135
413, 0.332787
96, 0.698943
729, 0.740429
67, 0.476824
76, 0.461397
336, 0.553362
689, 0.505963
795, 0.222886
729, 0.766584
518, 0.29693
96, 0.644388
483, 0.630402
211, 0.525035
199, 0.481669
277, 0.704569
507, 0.139228
211, 0.588897
776, 0.474241
298, 0.764152
866, 0.472936
678, 0.468287
795, 0.238024
526, 0.66318
253, 0.585737
678, 0.310642
988, 0.25732
402, 0.689797
356, 0.639597
972, 0.66145
298, 0.249424
54, 0.291053
972, 0.474749
652, 0.411441
96, 0.615128
328, 0.148802
96, 0.753951
260, 0.214294
526, 0.529314
675, 0.180398
689, 0.456234
96, 0.689394
169, 0.572839
909, 0.201608
526, 0.467751
647, 0.331488
94, 0.747771
675, 0.395247
909, 0.327203
525, 0.380291
278, 0.380973
647, 0.218193
359, 0.362274
972, 0.118703
341, 0.630107
972, 0.503573
721, 0.231489
341, 0.738264
895, 0.399388
328, 0.654464
96, 0.36397
54, 0.356434
52, 0.706316
67, 0.148066
94, 0.726362
345, 0.540424
168, 0.52664
830, 0.453431
67, 0.477661
988, 0.378234
356, 0.301237
200, 0.14372
